host,vacuum,difference_core,difference_shoulder,difference_total,aligned
9.210000000000e-01,1.517590000000e-01,7.915371419492e-14,-1.921909288708e+00,-1.921909288708e+00,9.803502824027e-01
9.220000000000e-01,1.499160000000e-01,6.509801954393e-14,-1.911045989402e+00,-1.911045989402e+00,9.778324260730e-01
9.230000000000e-01,1.480710000000e-01,5.339740485486e-14,-1.899854185816e+00,-1.899854185816e+00,9.751464408675e-01
9.240000000000e-01,1.462240000000e-01,4.368160222215e-14,-1.888332903333e+00,-1.888332903333e+00,9.722895459053e-01
9.250000000000e-01,1.443750000000e-01,3.563460554624e-14,-1.876481182323e+00,-1.876481182323e+00,9.692589338800e-01
9.260000000000e-01,1.425240000000e-01,2.898731836189e-14,-1.864298078275e+00,-1.864298078275e+00,9.660517708976e-01
9.270000000000e-01,1.406710000000e-01,2.351111341140e-14,-1.851782661925e+00,-1.851782661925e+00,9.626651963144e-01
9.280000000000e-01,1.388160000000e-01,1.901220182705e-14,-1.838934019395e+00,-1.838934019395e+00,9.590963225749e-01
9.290000000000e-01,1.369590000000e-01,1.532671994176e-14,-1.825751252317e+00,-1.825751252317e+00,9.553422350476e-01
9.300000000000e-01,1.351000000000e-01,1.231645102748e-14,-1.812233477970e+00,-1.812233477970e+00,9.513999918617e-01
9.310000000000e-01,1.332390000000e-01,9.865107730532e-15,-1.798379829413e+00,-1.798379829413e+00,9.472666237419e-01
9.320000000000e-01,1.313760000000e-01,7.875108691088e-15,-1.784189455610e+00,-1.784189455610e+00,9.429391338435e-01
9.330000000000e-01,1.295110000000e-01,6.264789854894e-15,-1.769661521569e+00,-1.769661521569e+00,9.384144975861e-01
9.340000000000e-01,1.276440000000e-01,4.965997363208e-15,-1.754795208470e+00,-1.754795208470e+00,9.336896624873e-01
9.350000000000e-01,1.257750000000e-01,3.922014689723e-15,-1.739589713796e+00,-1.739589713796e+00,9.287615479954e-01
9.360000000000e-01,1.239040000000e-01,3.085781928357e-15,-1.724044251469e+00,-1.724044251469e+00,9.236270453213e-01
9.370000000000e-01,1.220310000000e-01,2.418369866381e-15,-1.708158051975e+00,-1.708158051975e+00,9.182830172702e-01
9.380000000000e-01,1.201560000000e-01,1.887675744386e-15,-1.691930362502e+00,-1.691930362502e+00,9.127262980723e-01
9.390000000000e-01,1.182790000000e-01,1.467311446315e-15,-1.675360447068e+00,-1.675360447068e+00,9.069536932129e-01
9.400000000000e-01,1.164000000000e-01,1.135658314940e-15,-1.658447586653e+00,-1.658447586653e+00,9.009619792619e-01
9.410000000000e-01,1.145190000000e-01,8.750658841200e-16,-1.641191079331e+00,-1.641191079331e+00,8.947479037027e-01
9.420000000000e-01,1.126360000000e-01,6.711745899729e-16,-1.623590240402e+00,-1.623590240402e+00,8.883081847603e-01
9.430000000000e-01,1.107510000000e-01,5.123449977518e-16,-1.605644402521e+00,-1.605644402521e+00,8.816395112290e-01
9.440000000000e-01,1.088640000000e-01,3.891782864532e-16,-1.587352915833e+00,-1.587352915833e+00,8.747385422988e-01
9.450000000000e-01,1.069750000000e-01,2.941146940339e-16,-1.568715148102e+00,-1.568715148102e+00,8.676019073821e-01
9.460000000000e-01,1.050840000000e-01,2.210983655386e-16,-1.549730484841e+00,-1.549730484841e+00,8.602262059389e-01
9.470000000000e-01,1.031910000000e-01,1.652985857698e-16,-1.530398329449e+00,-1.530398329449e+00,8.526080073017e-01
9.480000000000e-01,1.012960000000e-01,1.228787369976e-16,-1.510718103337e+00,-1.510718103337e+00,8.447438504997e-01
9.490000000000e-01,9.939900000000e-02,9.080551868002e-17,-1.490689246059e+00,-1.490689246059e+00,8.366302440824e-01
9.500000000000e-01,9.750000000000e-02,6.669201684248e-17,-1.470311215450e+00,-1.470311215450e+00,8.282636659423e-01
9.510000000000e-01,9.559900000000e-02,4.866913087637e-17,-1.449583487748e+00,-1.449583487748e+00,8.196405631372e-01
9.520000000000e-01,9.369600000000e-02,3.528066896526e-17,-1.428505557733e+00,-1.428505557733e+00,8.107573517113e-01
9.530000000000e-01,9.179100000000e-02,2.539812285259e-17,-1.407076938856e+00,-1.407076938856e+00,8.016104165168e-01
9.540000000000e-01,8.988400000000e-02,1.815173978307e-17,-1.385297163368e+00,-1.385297163368e+00,7.921961110332e-01
9.550000000000e-01,8.797500000000e-02,1.287503469754e-17,-1.363165782454e+00,-1.363165782454e+00,7.825107571873e-01
9.560000000000e-01,8.606400000000e-02,9.060338656607e-18,-1.340682366365e+00,-1.340682366365e+00,7.725506451716e-01
9.570000000000e-01,8.415100000000e-02,6.323368621551e-18,-1.317846504545e+00,-1.317846504545e+00,7.623120332627e-01
9.580000000000e-01,8.223600000000e-02,4.375136889924e-18,-1.294657805771e+00,-1.294657805771e+00,7.517911476385e-01
9.590000000000e-01,8.031900000000e-02,2.999802643026e-18,-1.271115898273e+00,-1.271115898273e+00,7.409841821952e-01
9.600000000000e-01,7.840000000000e-02,2.037309465470e-18,-1.247220429876e+00,-1.247220429876e+00,7.298872983628e-01
9.610000000000e-01,7.647900000000e-02,1.369856929932e-18,-1.222971068126e+00,-1.222971068126e+00,7.184966249212e-01
9.620000000000e-01,7.455600000000e-02,9.114263801657e-19,-1.198367500422e+00,-1.198367500422e+00,7.068082578139e-01
9.630000000000e-01,7.263100000000e-02,5.997253114742e-19,-1.173409434151e+00,-1.173409434151e+00,6.948182599630e-01
9.640000000000e-01,7.070400000000e-02,3.900351500419e-19,-1.148096596815e+00,-1.148096596815e+00,6.825226610817e-01
9.650000000000e-01,6.877500000000e-02,2.505472180900e-19,-1.122428736166e+00,-1.122428736166e+00,6.699174574871e-01
9.660000000000e-01,6.684400000000e-02,1.588542683415e-19,-1.096405620337e+00,-1.096405620337e+00,6.569986119123e-01
9.670000000000e-01,6.491100000000e-02,9.933282726088e-20,-1.070027037975e+00,-1.070027037975e+00,6.437620533171e-01
9.680000000000e-01,6.297600000000e-02,6.120700917952e-20,-1.043292798372e+00,-1.043292798372e+00,6.302036766991e-01
9.690000000000e-01,6.103900000000e-02,3.712945371946e-20,-1.016202731595e+00,-1.016202731595e+00,6.163193429030e-01
9.700000000000e-01,5.910000000000e-02,2.215132423885e-20,-9.887566886252e-01,-9.887566886252e-01,6.021048784296e-01
9.710000000000e-01,5.715900000000e-02,1.298236917519e-20,-9.609545414814e-01,-9.609545414814e-01,5.875560752447e-01
9.720000000000e-01,5.521600000000e-02,7.465159154451e-21,-9.327961833595e-01,-9.327961833595e-01,5.726686905864e-01
9.730000000000e-01,5.327100000000e-02,4.205848168652e-21,-9.042815287618e-01,-9.042815287618e-01,5.574384467719e-01
9.740000000000e-01,5.132400000000e-02,2.318077442817e-21,-8.754105136309e-01,-8.754105136309e-01,5.418610310041e-01
9.750000000000e-01,4.937500000000e-02,1.247710236505e-21,-8.461830954820e-01,-8.461830954820e-01,5.259320951769e-01
9.760000000000e-01,4.742400000000e-02,6.545923286918e-22,-8.165992535367e-01,-8.165992535367e-01,5.096472556803e-01
9.770000000000e-01,4.547100000000e-02,3.340043210021e-22,-7.866589888557e-01,-7.866589888557e-01,4.930020932041e-01
9.780000000000e-01,4.351600000000e-02,1.653421152511e-22,-7.563623244724e-01,-7.563623244724e-01,4.759921525416e-01
9.790000000000e-01,4.155900000000e-02,7.918472686772e-23,-7.257093055266e-01,-7.257093055266e-01,4.586129423921e-01
9.800000000000e-01,3.960000000000e-02,3.656983280778e-23,-6.946999993983e-01,-6.946999993983e-01,4.408599351631e-01
9.810000000000e-01,3.763900000000e-02,1.622591601924e-23,-6.633344958416e-01,-6.633344958416e-01,4.227285667712e-01
9.820000000000e-01,3.567600000000e-02,6.886816067516e-24,-6.316129071191e-01,-6.316129071191e-01,4.042142364429e-01
9.830000000000e-01,3.371100000000e-02,2.781929816989e-24,-5.995353681361e-01,-5.995353681361e-01,3.853123065142e-01
9.840000000000e-01,3.174400000000e-02,1.063130083466e-24,-5.671020365758e-01,-5.671020365758e-01,3.660181022299e-01
9.850000000000e-01,2.977500000000e-02,3.816175354620e-25,-5.343130930336e-01,-5.343130930336e-01,3.463269115416e-01
9.860000000000e-01,2.780400000000e-02,1.275605776944e-25,-5.011687411529e-01,-5.011687411529e-01,3.262339849056e-01
9.870000000000e-01,2.583100000000e-02,3.928796286844e-26,-4.676692077603e-01,-4.676692077603e-01,3.057345350797e-01
9.880000000000e-01,2.385600000000e-02,1.100428976577e-26,-4.338147430016e-01,-4.338147430016e-01,2.848237369192e-01
9.890000000000e-01,2.187900000000e-02,2.757017307967e-27,-3.996056204775e-01,-3.996056204775e-01,2.634967271727e-01
9.900000000000e-01,1.990000000000e-02,6.048521414078e-28,-3.650421373805e-01,-3.650421373805e-01,2.417486042762e-01
9.910000000000e-01,1.791900000000e-02,1.129848755201e-28,-3.301246146311e-01,-3.301246146311e-01,2.195744281475e-01
9.920000000000e-01,1.593600000000e-02,1.730091758311e-29,-2.948533970155e-01,-2.948533970155e-01,1.969692199795e-01
9.930000000000e-01,1.395100000000e-02,2.059137839503e-30,-2.592288533224e-01,-2.592288533224e-01,1.739279620321e-01
9.940000000000e-01,1.196400000000e-02,1.762067210782e-31,-2.232513764814e-01,-2.232513764814e-01,1.504455974244e-01
9.950000000000e-01,9.975000000000e-03,9.607413206691e-33,-1.869213837006e-01,-1.869213837006e-01,1.265170299258e-01
9.960000000000e-01,7.984000000000e-03,2.726016325942e-34,-1.502393166056e-01,-1.502393166056e-01,1.021371237456e-01
9.970000000000e-01,5.991000000000e-03,2.754159663354e-36,-1.132056413783e-01,-1.132056413783e-01,7.730070332306e-02
9.980000000000e-01,3.996000000000e-03,4.226760817956e-39,-7.582084889663e-02,-7.582084889663e-02,5.200255311611e-02
9.990000000000e-01,1.999000000000e-03,6.501367349991e-44,-3.808545487401e-02,-3.808545487401e-02,2.623741738905e-02
1.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
